stream_id,gesture_order,gesture,start_sample,end_sample
220,3,good-morning_27.csv,769,955
221,0,i-love-you_23.csv,76,302
221,1,please_3.csv,341,592
221,2,i-am-fine_22.csv,631,813
221,3,please_17.csv,852,1123
222,0,good-afternoon_16.csv,78,292
222,1,hello_18.csv,332,494
222,2,i-am-fine_30.csv,534,716
222,3,excuse-me_2.csv,756,946
223,0,i-am-fine_8.csv,48,301
223,1,please_22.csv,326,573
223,2,i-am-fine_13.csv,598,780
224,0,please_16.csv,28,292
224,1,hello_29.csv,307,477
224,2,hello_4.csv,492,762
225,0,excuse-me_16.csv,20,175
225,1,hello_23.csv,186,321
225,2,good-morning_28.csv,332,511
226,0,i-am-fine_19.csv,50,212
226,1,good-afternoon_7.csv,238,468
226,2,excuse-me_2.csv,494,684
226,3,i-am-fine_21.csv,710,865
227,0,hello_10.csv,74,294
227,1,thank-you_30.csv,332,493
227,2,hello_7.csv,531,760
227,3,hello_17.csv,798,951
228,0,thank-you_10.csv,66,317
228,1,i-love-you_4.csv,351,665
228,2,good-afternoon_20.csv,699,952
229,0,good-afternoon_9.csv,76,273
229,1,please_26.csv,312,508
229,2,excuse-me_7.csv,547,756
230,0,good-morning_15.csv,20,295
230,1,thank-you_8.csv,306,524
230,2,hello_14.csv,535,696
231,0,please_22.csv,48,295
231,1,thank-you_6.csv,320,550
231,2,hello_11.csv,575,793
232,0,good-afternoon_19.csv,50,306
232,1,i-love-you_18.csv,332,621
232,2,i-love-you_1.csv,647,947
233,0,i-love-you_19.csv,28,298
233,1,good-morning_12.csv,313,578
233,2,good-morning_9.csv,593,888
234,0,please_34.csv,46,220
234,1,i-am-fine_8.csv,244,497
234,2,please_24.csv,521,704
235,0,good-afternoon_15.csv,66,300
235,1,excuse-me_12.csv,334,524
235,2,i-love-you_1.csv,558,858
235,3,good-afternoon_7.csv,892,1122
236,0,excuse-me_9.csv,30,219
236,1,hello_30.csv,235,403
236,2,good-afternoon_19.csv,419,675
236,3,thank-you_30.csv,691,852
237,0,excuse-me_7.csv,20,229
237,1,good-afternoon_10.csv,240,467
237,2,excuse-me_1.csv,478,661
238,0,i-am-fine_18.csv,68,248
238,1,i-love-you_4.csv,283,597
238,2,please_10.csv,632,868
238,3,i-love-you_5.csv,903,1123
239,0,please_38.csv,62,259
239,1,thank-you_25.csv,291,433
239,2,i-love-you_24.csv,465,670
240,0,please_32.csv,24,203
240,1,i-love-you_25.csv,216,441
240,2,i-am-fine_19.csv,454,616
240,3,i-love-you_30.csv,629,851
241,0,please_3.csv,54,305
241,1,hello_21.csv,333,513
241,2,good-morning_22.csv,541,825
241,3,i-am-fine_5.csv,853,1084
242,0,good-afternoon_15.csv,22,256
242,1,good-morning_4.csv,268,477
242,2,please_3.csv,489,740
242,3,i-love-you_17.csv,752,1064
243,0,thank-you_12.csv,82,323
243,1,good-morning_30.csv,365,525
243,2,good-morning_30.csv,567,727
243,3,i-love-you_11.csv,769,1060
244,0,good-morning_30.csv,22,182
244,1,thank-you_20.csv,194,347
244,2,thank-you_10.csv,359,610
244,3,thank-you_19.csv,622,768
245,0,i-am-fine_8.csv,72,325
245,1,hello_1.csv,362,592
245,2,i-love-you_30.csv,629,851
245,3,please_9.csv,888,1141
246,0,please_14.csv,22,292
246,1,good-afternoon_4.csv,304,554
246,2,good-afternoon_1.csv,566,788
246,3,i-am-fine_12.csv,800,989
247,0,i-love-you_17.csv,20,332
247,1,i-am-fine_4.csv,343,609
247,2,i-love-you_16.csv,620,901
247,3,please_29.csv,912,1116
248,0,good-morning_15.csv,48,323
248,1,good-morning_12.csv,348,613
248,2,please_14.csv,638,908
249,0,hello_19.csv,46,215
249,1,excuse-me_14.csv,239,382
249,2,i-am-fine_14.csv,406,572
249,3,i-am-fine_10.csv,596,815
250,0,i-am-fine_1.csv,22,246
250,1,i-love-you_29.csv,258,481
250,2,hello_10.csv,493,713
251,0,excuse-me_15.csv,20,198
251,1,hello_8.csv,209,447
251,2,good-afternoon_15.csv,458,692
252,0,i-love-you_11.csv,20,311
252,1,i-am-fine_23.csv,322,520
252,2,i-love-you_1.csv,531,831
253,0,thank-you_29.csv,50,190
253,1,hello_21.csv,216,396
253,2,i-love-you_14.csv,422,742
253,3,please_35.csv,768,955
254,0,hello_11.csv,46,264
254,1,thank-you_15.csv,288,469
254,2,please_32.csv,493,672
255,0,i-love-you_1.csv,76,376
255,1,good-afternoon_9.csv,415,612
255,2,i-love-you_19.csv,651,921
256,0,good-morning_19.csv,52,297
256,1,good-morning_18.csv,324,606
256,2,please_6.csv,633,887
256,3,please_5.csv,914,1170
257,0,good-morning_15.csv,52,327
257,1,excuse-me_5.csv,354,601
257,2,please_32.csv,628,807
257,3,hello_28.csv,834,1000
258,0,i-am-fine_22.csv,44,226
258,1,i-love-you_28.csv,249,472
258,2,thank-you_7.csv,495,742
259,0,i-am-fine_27.csv,74,255
259,1,thank-you_5.csv,293,535
259,2,good-morning_29.csv,573,745
259,3,hello_10.csv,783,1003
260,0,hello_3.csv,86,347
260,1,excuse-me_6.csv,391,608
260,2,i-am-fine_28.csv,652,828
261,0,i-love-you_12.csv,76,395
261,1,please_17.csv,434,705
261,2,excuse-me_7.csv,744,953
262,0,excuse-me_10.csv,78,228
262,1,i-love-you_26.csv,268,497
262,2,please_35.csv,537,724
262,3,thank-you_6.csv,764,994
263,0,i-love-you_25.csv,70,295
263,1,hello_30.csv,331,499
263,2,good-afternoon_16.csv,535,749
263,3,excuse-me_11.csv,785,982
264,0,i-love-you_19.csv,22,292
264,1,i-am-fine_28.csv,304,480
264,2,please_29.csv,492,696
264,3,good-morning_25.csv,708,883
265,0,excuse-me_15.csv,40,218
265,1,i-love-you_3.csv,239,504
265,2,thank-you_17.csv,525,667
265,3,excuse-me_14.csv,688,831
266,0,i-love-you_4.csv,68,382
266,1,i-am-fine_17.csv,417,547
266,2,hello_10.csv,582,802
267,0,please_24.csv,46,229
267,1,please_9.csv,253,506
267,2,excuse-me_1.csv,530,713
268,0,thank-you_24.csv,74,222
268,1,thank-you_4.csv,260,489
268,2,excuse-me_11.csv,527,724
269,0,please_2.csv,76,315
269,1,thank-you_21.csv,354,510
269,2,hello_28.csv,549,715
270,0,good-morning_17.csv,52,363
270,1,hello_13.csv,390,556
270,2,thank-you_11.csv,583,847
270,3,i-love-you_9.csv,874,1139
271,0,i-am-fine_18.csv,60,240
271,1,good-afternoon_12.csv,271,514
271,2,thank-you_20.csv,545,698
272,0,good-morning_5.csv,48,303
272,1,thank-you_24.csv,328,476
272,2,hello_11.csv,501,719
273,0,excuse-me_15.csv,74,252
273,1,please_36.csv,290,477
273,2,i-am-fine_22.csv,515,697
273,3,excuse-me_10.csv,735,885
274,0,hello_1.csv,48,278
274,1,hello_2.csv,303,532
274,2,hello_24.csv,557,737
274,3,hello_9.csv,762,1022
275,0,please_37.csv,28,222
275,1,i-am-fine_7.csv,237,497
275,2,hello_16.csv,512,711
276,0,i-love-you_7.csv,24,295
276,1,i-love-you_13.csv,308,626
276,2,hello_5.csv,639,840
277,0,please_31.csv,56,244
277,1,good-afternoon_5.csv,273,504
277,2,please_25.csv,533,741
277,3,excuse-me_8.csv,770,998
278,0,hello_13.csv,76,242
278,1,hello_2.csv,281,510
278,2,good-morning_2.csv,549,775
279,0,please_19.csv,26,251
279,1,thank-you_15.csv,265,446
279,2,please_19.csv,460,685
279,3,thank-you_19.csv,699,845
280,0,please_32.csv,20,199
280,1,please_28.csv,210,405
280,2,thank-you_17.csv,416,558
280,3,good-morning_3.csv,569,783
281,0,i-love-you_4.csv,20,334
281,1,good-afternoon_4.csv,345,595
281,2,excuse-me_7.csv,606,815
282,0,thank-you_21.csv,26,182
282,1,i-love-you_28.csv,196,419
282,2,hello_27.csv,433,609
283,0,i-love-you_29.csv,20,243
283,1,thank-you_17.csv,254,396
283,2,please_20.csv,407,680
283,3,i-am-fine_23.csv,691,889
284,0,please_4.csv,50,319
284,1,hello_21.csv,345,525
284,2,hello_19.csv,551,720
285,0,good-morning_4.csv,48,257
285,1,please_40.csv,282,493
285,2,good-morning_13.csv,518,814
285,3,i-am-fine_9.csv,839,1028
286,0,please_3.csv,22,273
286,1,hello_16.csv,285,484
286,2,good-morning_6.csv,496,729
286,3,i-love-you_13.csv,741,1059
287,0,i-am-fine_7.csv,76,336
287,1,please_9.csv,375,628
287,2,hello_5.csv,667,868
288,0,good-morning_20.csv,70,350
288,1,thank-you_28.csv,386,537
288,2,thank-you_5.csv,573,815
289,0,please_34.csv,64,238
289,1,good-morning_24.csv,271,460
289,2,hello_16.csv,493,692
290,0,hello_26.csv,64,223
290,1,good-morning_7.csv,256,478
290,2,please_23.csv,511,690
291,0,excuse-me_6.csv,50,267
291,1,thank-you_14.csv,293,453
291,2,thank-you_30.csv,479,640
291,3,good-afternoon_6.csv,666,892
292,0,hello_11.csv,26,244
292,1,excuse-me_3.csv,258,476
292,2,please_33.csv,490,671
292,3,please_15.csv,685,965
293,0,thank-you_14.csv,20,180
293,1,good-morning_24.csv,191,380
293,2,please_3.csv,391,642
293,3,thank-you_15.csv,653,834
294,0,i-love-you_16.csv,50,331
294,1,thank-you_14.csv,357,517
294,2,i-love-you_27.csv,543,766
295,0,thank-you_3.csv,58,299
295,1,thank-you_13.csv,329,493
295,2,thank-you_3.csv,523,764
296,0,i-love-you_19.csv,44,314
296,1,i-love-you_12.csv,337,656
296,2,please_36.csv,679,866
297,0,hello_1.csv,46,276
297,1,thank-you_17.csv,300,442
297,2,thank-you_23.csv,466,615
297,3,hello_22.csv,639,798
298,0,please_35.csv,30,217
298,1,good-morning_15.csv,233,508
298,2,please_28.csv,524,719
299,0,i-love-you_22.csv,56,328
299,1,i-love-you_10.csv,357,665
299,2,please_11.csv,694,921
300,0,i-am-fine_1.csv,42,266
300,1,i-am-fine_30.csv,288,470
300,2,i-am-fine_14.csv,492,658
301,0,thank-you_22.csv,48,220
301,1,hello_24.csv,245,425
301,2,please_16.csv,450,714
302,0,hello_4.csv,54,324
302,1,excuse-me_4.csv,352,553
302,2,please_38.csv,581,778
302,3,hello_25.csv,806,964
303,0,thank-you_3.csv,72,313
303,1,i-love-you_11.csv,350,641
303,2,thank-you_26.csv,678,815
304,0,hello_30.csv,80,248
304,1,i-am-fine_17.csv,289,419
304,2,i-am-fine_29.csv,460,628
304,3,good-afternoon_9.csv,669,866
305,0,thank-you_13.csv,20,184
305,1,i-love-you_27.csv,195,418
305,2,i-love-you_1.csv,429,729
306,0,i-am-fine_30.csv,78,260
306,1,hello_24.csv,300,480
306,2,please_36.csv,520,707
306,3,thank-you_12.csv,747,988
307,0,thank-you_6.csv,28,258
307,1,good-morning_26.csv,273,445
307,2,i-love-you_2.csv,460,718
308,0,good-afternoon_14.csv,24,276
308,1,good-morning_24.csv,289,478
308,2,good-morning_11.csv,491,698
309,0,please_35.csv,60,247
309,1,hello_9.csv,278,538
309,2,excuse-me_14.csv,569,712
310,0,hello_18.csv,68,230
310,1,good-morning_22.csv,265,549
310,2,thank-you_14.csv,584,744
310,3,excuse-me_16.csv,779,934
311,0,i-am-fine_4.csv,64,330
311,1,i-love-you_5.csv,363,583
311,2,thank-you_29.csv,616,756
312,0,excuse-me_11.csv,84,281
312,1,i-love-you_21.csv,324,604
312,2,hello_22.csv,647,806
312,3,good-morning_12.csv,849,1114
313,0,excuse-me_14.csv,50,193
313,1,i-love-you_25.csv,219,444
313,2,i-love-you_27.csv,470,693
314,0,thank-you_16.csv,50,234
314,1,hello_21.csv,260,440
314,2,thank-you_4.csv,466,695
315,0,i-am-fine_18.csv,44,224
315,1,good-afternoon_19.csv,247,503
315,2,please_27.csv,526,679
316,0,thank-you_12.csv,30,271
316,1,please_2.csv,287,526
316,2,good-morning_29.csv,542,714
316,3,good-afternoon_2.csv,730,985
317,0,hello_25.csv,40,198
317,1,good-morning_8.csv,219,467
317,2,please_34.csv,488,662
317,3,good-morning_7.csv,683,905
318,0,please_35.csv,64,251
318,1,good-afternoon_2.csv,284,539
318,2,hello_1.csv,572,802
318,3,i-love-you_24.csv,835,1040
319,0,thank-you_5.csv,28,270
319,1,thank-you_14.csv,285,445
319,2,good-afternoon_18.csv,460,730
320,0,i-am-fine_18.csv,50,230
320,1,i-am-fine_26.csv,256,445
320,2,thank-you_12.csv,471,712
321,0,i-am-fine_25.csv,24,201
321,1,i-love-you_1.csv,214,514
321,2,please_34.csv,527,701
322,0,thank-you_14.csv,40,200
322,1,hello_27.csv,221,397
322,2,good-afternoon_15.csv,418,652
322,3,good-morning_11.csv,673,880
323,0,i-love-you_12.csv,70,389
323,1,excuse-me_15.csv,425,603
323,2,i-love-you_20.csv,639,909
324,0,please_38.csv,76,273
324,1,i-love-you_20.csv,312,582
324,2,i-love-you_27.csv,621,844
324,3,good-afternoon_21.csv,883,1143
325,0,i-am-fine_11.csv,52,263
325,1,excuse-me_10.csv,290,440
325,2,good-morning_1.csv,467,705
326,0,i-am-fine_29.csv,28,196
326,1,i-love-you_26.csv,211,440
326,2,thank-you_18.csv,455,604
327,0,good-morning_12.csv,20,285
327,1,please_25.csv,296,504
327,2,excuse-me_12.csv,515,705
328,0,please_1.csv,30,275
328,1,i-love-you_21.csv,291,571
328,2,i-am-fine_8.csv,587,840
328,3,please_10.csv,856,1092
329,0,i-am-fine_7.csv,24,284
329,1,please_10.csv,297,533
329,2,please_23.csv,546,725
330,0,hello_23.csv,68,203
330,1,please_30.csv,238,420
330,2,i-love-you_13.csv,455,773
331,0,i-love-you_7.csv,22,293
331,1,i-love-you_29.csv,305,528
331,2,excuse-me_4.csv,540,741
332,0,good-morning_12.csv,46,311
332,1,thank-you_28.csv,335,486
332,2,hello_18.csv,510,672
332,3,i-am-fine_9.csv,696,885
333,0,i-am-fine_16.csv,44,248
333,1,please_11.csv,271,498
333,2,i-love-you_22.csv,521,793
333,3,good-morning_2.csv,816,1042
334,0,i-am-fine_13.csv,20,202
334,1,i-love-you_14.csv,213,533
334,2,good-morning_6.csv,544,777
334,3,good-afternoon_3.csv,788,1032
335,0,excuse-me_4.csv,78,279
335,1,i-am-fine_14.csv,319,485
335,2,thank-you_27.csv,525,671
335,3,hello_7.csv,711,940
336,0,hello_26.csv,76,235
336,1,i-love-you_13.csv,274,592
336,2,i-am-fine_14.csv,631,797
336,3,thank-you_6.csv,836,1066
337,0,hello_20.csv,50,216
337,1,hello_1.csv,242,472
337,2,hello_30.csv,498,666
337,3,please_14.csv,692,962
338,0,hello_13.csv,30,196
338,1,i-am-fine_13.csv,212,394
338,2,i-love-you_26.csv,410,639
338,3,i-love-you_20.csv,655,925
339,0,good-morning_13.csv,48,344
339,1,please_37.csv,369,563
339,2,i-am-fine_25.csv,588,765
339,3,i-am-fine_11.csv,790,1001
340,0,thank-you_2.csv,48,260
340,1,i-am-fine_7.csv,285,545
340,2,good-afternoon_22.csv,570,834
341,0,i-am-fine_2.csv,66,308
341,1,i-am-fine_4.csv,342,608
341,2,please_6.csv,642,896
341,3,good-morning_7.csv,930,1152
342,0,please_28.csv,24,219
342,1,i-am-fine_28.csv,232,408
342,2,i-love-you_11.csv,421,712
343,0,thank-you_15.csv,42,223
343,1,good-afternoon_9.csv,245,442
343,2,hello_29.csv,464,634
344,0,hello_14.csv,30,191
344,1,hello_10.csv,207,427
344,2,thank-you_11.csv,443,707
344,3,i-am-fine_21.csv,723,878
345,0,please_13.csv,46,313
345,1,thank-you_23.csv,337,486
345,2,i-love-you_21.csv,510,790
345,3,i-love-you_8.csv,814,1084
346,0,i-am-fine_28.csv,24,200
346,1,please_3.csv,213,464
346,2,i-am-fine_13.csv,477,659
347,0,good-afternoon_3.csv,44,288
347,1,i-love-you_25.csv,311,536
347,2,excuse-me_1.csv,559,742
347,3,good-morning_14.csv,765,1077
348,0,i-am-fine_13.csv,20,202
348,1,i-am-fine_24.csv,213,392
348,2,excuse-me_14.csv,403,546
349,0,please_18.csv,88,395
349,1,good-afternoon_21.csv,440,700
349,2,thank-you_13.csv,745,909
349,3,i-love-you_20.csv,954,1224
350,0,good-morning_3.csv,80,294
350,1,thank-you_10.csv,335,586
350,2,excuse-me_2.csv,627,817
351,0,thank-you_1.csv,20,259
351,1,please_33.csv,270,451
351,2,thank-you_5.csv,462,704
352,0,hello_14.csv,76,237
352,1,i-love-you_17.csv,276,588
352,2,hello_18.csv,627,789
352,3,i-love-you_2.csv,828,1086
353,0,excuse-me_3.csv,68,286
353,1,good-morning_9.csv,321,616
353,2,hello_23.csv,651,786
353,3,hello_20.csv,821,987
354,0,good-morning_21.csv,30,314
354,1,i-love-you_23.csv,330,556
354,2,please_25.csv,572,780
355,0,good-morning_20.csv,28,308
355,1,good-morning_18.csv,323,605
355,2,hello_7.csv,620,849
356,0,please_36.csv,20,207
356,1,good-morning_18.csv,218,500
356,2,i-am-fine_21.csv,511,666
356,3,thank-you_22.csv,677,849
357,0,good-morning_19.csv,20,265
357,1,i-love-you_28.csv,276,499
357,2,thank-you_21.csv,510,666
357,3,good-morning_3.csv,677,891
358,0,good-morning_6.csv,44,277
358,1,excuse-me_1.csv,300,483
358,2,thank-you_10.csv,506,757
358,3,please_39.csv,780,968
359,0,i-am-fine_23.csv,44,242
359,1,i-love-you_26.csv,265,494
359,2,i-am-fine_3.csv,517,735
359,3,hello_8.csv,758,996
360,0,please_26.csv,54,250
360,1,hello_6.csv,278,505
360,2,good-morning_9.csv,533,828
361,0,excuse-me_13.csv,72,266
361,1,hello_8.csv,303,541
361,2,please_20.csv,578,851
362,0,hello_2.csv,30,259
362,1,good-morning_27.csv,275,461
362,2,thank-you_23.csv,477,626
363,0,good-morning_22.csv,26,310
363,1,good-afternoon_16.csv,324,538
363,2,thank-you_24.csv,552,700
364,0,good-morning_15.csv,46,321
364,1,good-morning_19.csv,345,590
364,2,good-afternoon_1.csv,614,836
365,0,please_22.csv,20,267
365,1,i-am-fine_19.csv,278,440
365,2,thank-you_6.csv,451,681
366,0,please_38.csv,76,273
366,1,please_28.csv,312,507
366,2,please_35.csv,546,733
367,0,thank-you_8.csv,20,238
367,1,please_5.csv,249,505
367,2,i-am-fine_19.csv,516,678
368,0,please_17.csv,30,301
368,1,good-afternoon_18.csv,317,587
368,2,thank-you_23.csv,603,752
368,3,thank-you_5.csv,768,1010
369,0,good-morning_11.csv,30,237
369,1,excuse-me_1.csv,253,436
369,2,i-love-you_12.csv,452,771
370,0,good-afternoon_7.csv,66,296
370,1,i-love-you_30.csv,330,552
370,2,i-am-fine_9.csv,586,775
371,0,i-love-you_1.csv,26,326
371,1,hello_9.csv,340,600
371,2,thank-you_30.csv,614,775
371,3,please_20.csv,789,1062
372,0,hello_21.csv,28,208
372,1,please_23.csv,223,402
372,2,thank-you_14.csv,417,577
372,3,good-afternoon_14.csv,592,844
373,0,good-morning_28.csv,42,221
373,1,good-morning_29.csv,243,415
373,2,please_24.csv,437,620
373,3,i-love-you_9.csv,642,907
374,0,i-am-fine_15.csv,40,233
374,1,good-afternoon_2.csv,254,509
374,2,i-love-you_16.csv,530,811
375,0,i-am-fine_5.csv,52,283
375,1,hello_11.csv,310,528
375,2,i-love-you_10.csv,555,863
376,0,please_35.csv,46,233
376,1,please_18.csv,257,564
376,2,good-afternoon_8.csv,588,797
376,3,hello_15.csv,821,1004
377,0,good-morning_9.csv,80,375
377,1,please_25.csv,416,624
377,2,i-love-you_3.csv,665,930
377,3,good-afternoon_9.csv,971,1168
378,0,good-afternoon_12.csv,76,319
378,1,good-afternoon_9.csv,358,555
378,2,i-am-fine_4.csv,594,860
379,0,hello_18.csv,28,190
379,1,good-morning_30.csv,205,365
379,2,please_33.csv,380,561
380,0,please_8.csv,22,288
380,1,good-morning_13.csv,300,596
380,2,i-love-you_15.csv,608,872
380,3,hello_20.csv,884,1050
381,0,thank-you_24.csv,54,202
381,1,good-afternoon_18.csv,230,500
381,2,thank-you_15.csv,528,709
381,3,excuse-me_3.csv,737,955
382,0,excuse-me_5.csv,76,323
382,1,i-love-you_7.csv,362,633
382,2,good-afternoon_4.csv,672,922
383,0,i-am-fine_6.csv,76,330
383,1,excuse-me_1.csv,369,552
383,2,please_18.csv,591,898
384,0,good-morning_13.csv,24,320
384,1,i-love-you_19.csv,333,603
384,2,good-afternoon_1.csv,616,838
384,3,hello_24.csv,851,1031
385,0,thank-you_15.csv,46,227
385,1,good-afternoon_8.csv,251,460
385,2,hello_8.csv,484,722
385,3,hello_3.csv,746,1007
386,0,i-am-fine_7.csv,42,302
386,1,please_1.csv,324,569
386,2,thank-you_4.csv,591,820
386,3,i-am-fine_2.csv,842,1084
387,0,thank-you_8.csv,52,270
387,1,hello_14.csv,297,458
387,2,i-am-fine_27.csv,485,666
388,0,please_19.csv,20,245
388,1,good-morning_14.csv,256,568
388,2,good-afternoon_5.csv,579,810
388,3,thank-you_6.csv,821,1051
389,0,hello_8.csv,48,286
389,1,i-love-you_18.csv,311,600
389,2,good-afternoon_3.csv,625,869
389,3,please_2.csv,894,1133
390,0,good-afternoon_15.csv,28,262
390,1,i-love-you_27.csv,277,500
390,2,i-love-you_2.csv,515,773
391,0,hello_5.csv,80,281
391,1,good-afternoon_22.csv,322,586
391,2,please_34.csv,627,801
392,0,excuse-me_6.csv,72,289
392,1,hello_29.csv,326,496
392,2,thank-you_7.csv,533,780
392,3,good-morning_22.csv,817,1101
393,0,good-afternoon_16.csv,48,262
393,1,excuse-me_9.csv,287,476
393,2,please_28.csv,501,696
394,0,please_3.csv,74,325
394,1,good-morning_17.csv,363,674
394,2,hello_23.csv,712,847
394,3,good-morning_24.csv,885,1074
395,0,i-am-fine_6.csv,54,308
395,1,thank-you_7.csv,336,583
395,2,i-am-fine_9.csv,611,800
395,3,hello_16.csv,828,1027
396,0,please_18.csv,72,379
396,1,i-am-fine_24.csv,416,595
396,2,good-morning_19.csv,632,877
397,0,good-afternoon_11.csv,76,299
397,1,excuse-me_8.csv,338,566
397,2,good-afternoon_9.csv,605,802
398,0,please_3.csv,76,327
398,1,i-love-you_27.csv,366,589
398,2,please_14.csv,628,898
399,0,good-morning_3.csv,54,268
399,1,good-morning_2.csv,296,522
399,2,hello_27.csv,550,726
399,3,good-morning_13.csv,754,1050
400,0,i-am-fine_2.csv,82,324
400,1,i-am-fine_11.csv,366,577
400,2,i-am-fine_28.csv,619,795
401,0,thank-you_25.csv,48,190
401,1,hello_10.csv,215,435
401,2,i-love-you_15.csv,460,724
401,3,thank-you_23.csv,749,898
402,0,excuse-me_9.csv,82,271
402,1,hello_27.csv,313,489
402,2,i-love-you_24.csv,531,736
402,3,good-afternoon_15.csv,778,1012
403,0,good-afternoon_1.csv,40,262
403,1,hello_15.csv,283,466
403,2,hello_17.csv,487,640
404,0,hello_13.csv,76,242
404,1,please_13.csv,281,548
404,2,please_39.csv,587,775
404,3,i-am-fine_19.csv,814,976
405,0,good-morning_16.csv,28,325
405,1,excuse-me_15.csv,340,518
405,2,excuse-me_14.csv,533,676
405,3,hello_5.csv,691,892
406,0,thank-you_3.csv,22,263
406,1,i-am-fine_2.csv,275,517
406,2,excuse-me_1.csv,529,712
407,0,hello_7.csv,68,297
407,1,good-morning_13.csv,332,628
407,2,i-am-fine_6.csv,663,917
407,3,hello_30.csv,952,1120
408,0,please_15.csv,68,348
408,1,thank-you_22.csv,383,555
408,2,thank-you_28.csv,590,741
409,0,please_35.csv,20,207
409,1,thank-you_29.csv,218,358
409,2,good-afternoon_13.csv,369,607
409,3,i-love-you_3.csv,618,883
410,0,good-morning_7.csv,44,266
410,1,i-love-you_27.csv,289,512
410,2,good-afternoon_14.csv,535,787
410,3,thank-you_1.csv,810,1049
411,0,good-morning_30.csv,76,236
411,1,i-am-fine_1.csv,275,499
411,2,i-love-you_5.csv,538,758
411,3,please_31.csv,797,985
412,0,i-am-fine_24.csv,26,205
412,1,please_11.csv,219,446
412,2,i-am-fine_9.csv,460,649
413,0,good-morning_30.csv,58,218
413,1,please_29.csv,248,452
413,2,good-morning_29.csv,482,654
413,3,please_25.csv,684,892
414,0,good-morning_9.csv,50,345
414,1,please_7.csv,371,599
414,2,please_36.csv,625,812
415,0,please_31.csv,26,214
415,1,hello_13.csv,228,394
415,2,excuse-me_16.csv,408,563
415,3,thank-you_2.csv,577,789
416,0,good-morning_4.csv,28,237
416,1,thank-you_3.csv,252,493
416,2,good-morning_10.csv,508,772
417,0,hello_5.csv,24,225
417,1,excuse-me_9.csv,238,427
417,2,please_36.csv,440,627
417,3,please_29.csv,640,844
418,0,i-am-fine_29.csv,74,242
418,1,i-am-fine_7.csv,280,540
418,2,good-morning_8.csv,578,826
418,3,good-morning_21.csv,864,1148
419,0,please_34.csv,40,214
419,1,please_40.csv,235,446
419,2,good-afternoon_17.csv,467,738
419,3,i-am-fine_21.csv,759,914
420,0,i-am-fine_7.csv,76,336
420,1,i-am-fine_5.csv,375,606
420,2,hello_28.csv,645,811
420,3,hello_28.csv,850,1016
421,0,thank-you_30.csv,24,185
421,1,i-love-you_26.csv,198,427
421,2,excuse-me_6.csv,440,657
422,0,please_18.csv,78,385
422,1,i-love-you_21.csv,425,705
422,2,hello_6.csv,745,972
423,0,i-am-fine_29.csv,50,218
423,1,please_29.csv,244,448
423,2,good-morning_20.csv,474,754
423,3,good-morning_24.csv,780,969
424,0,please_27.csv,82,235
424,1,i-love-you_3.csv,277,542
424,2,please_36.csv,584,771
424,3,hello_9.csv,813,1073
425,0,please_16.csv,52,316
425,1,thank-you_1.csv,343,582
425,2,thank-you_12.csv,609,850
425,3,please_33.csv,877,1058
426,0,thank-you_8.csv,22,240
426,1,hello_6.csv,252,479
426,2,hello_18.csv,491,653
426,3,i-am-fine_7.csv,665,925
427,0,thank-you_26.csv,48,185
427,1,i-love-you_6.csv,210,507
427,2,good-afternoon_13.csv,532,770
427,3,excuse-me_7.csv,795,1004
428,0,please_35.csv,72,259
428,1,good-afternoon_9.csv,296,493
428,2,i-am-fine_23.csv,530,728
428,3,hello_26.csv,765,924
429,0,i-am-fine_24.csv,50,229
429,1,hello_10.csv,255,475
429,2,i-am-fine_19.csv,501,663
430,0,please_26.csv,48,244
430,1,good-afternoon_19.csv,269,525
430,2,good-morning_7.csv,550,772
430,3,good-morning_9.csv,797,1092
431,0,hello_16.csv,48,247
431,1,hello_26.csv,272,431
431,2,good-afternoon_16.csv,456,670
431,3,good-morning_26.csv,695,867
432,0,i-am-fine_17.csv,44,174
432,1,please_18.csv,197,504
432,2,hello_4.csv,527,797
433,0,hello_12.csv,26,255
433,1,i-love-you_5.csv,269,489
433,2,please_27.csv,503,656
433,3,thank-you_30.csv,670,831
434,0,good-morning_21.csv,52,336
434,1,i-am-fine_7.csv,363,623
434,2,excuse-me_13.csv,650,844
434,3,hello_4.csv,871,1141
435,0,good-morning_8.csv,68,316
435,1,good-afternoon_14.csv,351,603
435,2,please_16.csv,638,902
435,3,thank-you_4.csv,937,1166
436,0,good-morning_5.csv,70,325
436,1,good-afternoon_9.csv,361,558
436,2,hello_24.csv,594,774
437,0,please_15.csv,68,348
437,1,thank-you_21.csv,383,539
437,2,i-am-fine_15.csv,574,767
438,0,i-love-you_12.csv,68,387
438,1,i-am-fine_21.csv,422,577
438,2,hello_18.csv,612,774
438,3,good-afternoon_4.csv,809,1059
439,0,good-afternoon_1.csv,66,288
439,1,i-am-fine_20.csv,322,506
439,2,good-afternoon_10.csv,540,767
439,3,please_39.csv,801,989
440,0,thank-you_1.csv,50,289
440,1,good-morning_28.csv,315,494
440,2,i-am-fine_14.csv,520,686
441,0,please_34.csv,74,248
441,1,i-am-fine_19.csv,286,448
441,2,i-love-you_13.csv,486,804
441,3,please_40.csv,842,1053
442,0,good-morning_22.csv,56,340
442,1,please_35.csv,369,556
442,2,i-am-fine_24.csv,585,764
442,3,good-morning_19.csv,793,1038
